English
AO_HABILIDAD_ControlPresurizador;Manage Pressurizer
AO_HABILIDAD_D_ControlPresurizador;The <b>Pressurizer</b> is necessary to prevent hot water from boiling inside the core or primary circuit.<br><br>For the cost of <sprite=0>{0} Prestige Points per hour, AO will manage the Pressurizer for you.
AO_HABILIDAD_ControlBarrasDeControl;Manage Control Rods
AO_HABILIDAD_D_ControlBarrasDeControl;AO will stabilize the core by adjusting rods at the cost of <sprite=0>{0} Prestige Points per hour.
AO_HABILIDAD_ParadaDeEmergencia;Emergency Stop
AO_HABILIDAD_D_ParadaDeEmergencia;AO will safely shut down the reactor.
AO_HABILIDAD_TareasIlimitadas;Perform Unlimited Maintenance
AO_HABILIDAD_D_TareasIlimitadas;In most cases, AO can accept only up to five (5) simultaneous tasks.<br><br>After this upgrade, AO will handle unlimited simultaneous tasks until its battery runs out.
AO_HABILIDAD_ControlTotal;Complete control of the reactor.
AO_HABILIDAD_D_ControlTotal;Complete control of the reactor.
AO_HABILIDAD_RecargaCombustibleElectrogenos;Refuel Diesel Generators
AO_HABILIDAD_D_RecargaCombustibleElectrogenos;The <b>Diesel Generator</b> can provide power for days; however, it must be manually refueled when running low.<br><br>For the cost of <sprite=0>{0} Prestige Points, AO can monitor and refill the Diesel Generator fuel tanks as needed.
AO_HABILIDAD_Hal9000;Special mode by scenario award.
AO_HABILIDAD_D_Hal9000;Special mode by scenario award.
T_AYUDA;GAMEPLAY HELP
T_AY_00;Active Alarms
T_AY_01;Reactor start-up protocol
T_AY_02;Stabilization Protocol
T_AY_03;Reactor shutdown protocol
T_AY_04;Analyze situation for reactor shutdown protocol
T_AY_99;BACK TO PREVIOUS MENU
T_AYUDA_UI;HOTKEYS
T_AY_PE0_CORTO_0;Internal emergency power generation.
T_AY_PE0_EXTENDIDO_0;The internal power supply is necessary to operate the plant during the start-up protocol, both to power the modules and controls, and to operate the machines and circulation pumps.<br><br><b>It is not recommended to start the protocol with only emergency batteries.</b>
T_AY_PE0_CORTO_1;Activate and energize the reactor modules and the <b>Control Room</b> modules.
T_AY_PE0_EXTENDIDO_1;The Control Room and the control modules must be active and energized:<br> Core, Fuel, Control Rods, Coolant, Generator Turbines, Pressurizer, Evaporators.<br><br><br>If the internal energy is not enough to energize all the critical modules for the operation of the plant, you should review the consumption and deactivate those that are not critical.<br><br>The control room is the point in a power plant where all of the information required for its efficient control and management converges.
T_AY_PE0_CORTO_2;Ensure the correct volume of coolant inside the cooling circuit.
T_AY_PE0_EXTENDIDO_2;The cooling circuit comprises the core reactor vessel, pressurizer, circulation pumps, steam generators, and condensers.<br>If the coolant volume is not correct within the entire system, it will not be possible to operate the reactor.<br>Use the charge pump and adjust the valves to deliver coolant to the circuit.<br><br>The heat released by fission in nuclear reactors must be captured and transferred for use in electricity generation.<br>
T_AY_PE0_CORTO_3;Stabilize the coolant circulation inside the <b>Reactor Core.</b>
T_AY_PE0_EXTENDIDO_3;Activate the reactor core coolant circulation pumps, <b>set their speed to 50%</b>, and wait until the speed has stabilized.<br>If the coolant begins to circulate correctly, the core flow indicators will show the variations.<br>Verify that the pumps have the associated valves open.<br>There may be one or more circulation pumps in the circuit.<br><br>Reactors use coolants that remove heat from the core where the fuel is processed and carry it to electrical generators.<br>Coolants also serve to maintain manageable pressures within the core.
T_AY_PE0_CORTO_4;Stabilize the circulation of the coolant from the generation room <b>Condensers.</b>
T_AY_PE0_EXTENDIDO_4;Activate the condenser circulation pumps, set their speed to 50%, and wait until the speed has stabilized.<br>Verify that the pumps have the associated valves open.<br>There may be one or more circulation pumps in the circuit.<br><br>A <b>Condenser</b> is a large heat exchanger designed to cool exhaust steam from a turbine below the boiling point so that it can be returned to the heat source as water.
T_AY_PE0_CORTO_5;Stabilize the circulation of the coolant towards the <b>Cooling Towers.</b>
T_AY_PE0_EXTENDIDO_5;Activate the cooling tower circulation pumps, set their speed to 50%, and wait until the speed has stabilized.<br>Verify that the pumps have the associated valves open.<br><br>Cooling towers provide an energy efficient and environmentally friendly way of removing heat from this circulating water before it is returned to its source.
T_AY_PE0_CORTO_6;Prepare the reactor core <b>Pressurizer.</b>
T_AY_PE0_EXTENDIDO_6;The water circulates in a liquid state and at very high pressure through the primary circuit, through the pumps that propel it through the Reactor Core, where it is heated before being directed to the steam generators.<br>The <b>Pressurizer</b> has its own heater, which allows it to reach the optimum temperature and pressure.<br>Verify that the pressure and temperature of the pressurizer, and of the entire primary circuit, are within the operating parameters.
T_AY_PE0_CORTO_7;Introduce the <b>Control Rods</b> at 100% inside the Reactor Core.
T_AY_PE0_EXTENDIDO_7;A control rod is a device used to absorb neutrons so that the nuclear chain reaction taking place in the reactor core can be slowed down or stopped altogether by inserting the rods further in, or speed up by withdrawing them slightly.<br>To start the ignition protocol, the <b>control rods</b> must be inserted 100% inside the Reactor Core.<br>
T_AY_PE1_CORTO_0;Introduce the fuel cell inside the Reactor Core.
T_AY_PE1_EXTENDIDO_0;In order for fission to be initiated, the radioactive fuel cell must be introduced into the reactor core.<br>Note that when you insert the fuel cell, the chain reaction will start immediately.<br><br>In nuclear fission, atoms are split apart, which releases energy.<br>A neutron collides with a uranium atom and splits it, releasing a large amount of energy in the form of heat and radiation.
T_AY_PE1_CORTO_1;Extract the <b>Control Rods</b> until the reaction starts.
T_AY_PE1_EXTENDIDO_1;To initiate fission, progressively pull out the control rods until the core has reached critical mass.<br><b>Attention:</b> If the fuel cell is new and the control rods are removed too quickly, a rapid reaction can occur, compromising the integrity of the reactor core.<br><br>The critical mass of a fission reactor is the mass of fissile material required to maintain a chain reaction.<br>
T_AY_PE1_CORTO_2;Stabilize the <b>Reactor Core</b> at operating temperature.
T_AY_PE1_EXTENDIDO_2;Once the Core has reached <b>critical mass</b>, adjust the position of the control rods until the core temperature reaches and stays within the operating range.<br><br>If the mass of a reaction surpasses its critical mass, the result is an uncontrolled chain reaction that culminates in a large explosion (this is how an atomic bomb works).
T_AY_PE1_CORTO_3;Stabilize power generation from the turbines.
T_AY_PE1_EXTENDIDO_3;Once the core has reached critical mass and has been stabilized within the operating range, verify that the generating turbines are generating power within the operating range.<br>You can regulate circulation pumps to balance core temperature and power generation.<br><br>Nuclear chain reactions produce heat through a physical process called fission.<br>The heat produced during nuclear fission in the reactor core is used to boil water into steam, which turns the blades of a steam turbine.<br>As the turbine blades turn, they drive generators that make electricity.
T_AY_PE1_CORTO_4;Provide energy to the external network.
T_AY_PE1_EXTENDIDO_4;The energy generated by the electric turbines must be supplied to the external network.<br>The daily service level requirements are measured according to the energy delivered to the external network.<br>Internal consumption is not taken into account.
T_AY_PE1_CORTO_5;Shut off internal emergency power.
T_AY_PE1_EXTENDIDO_5;The reactor will be fully stabilized when it does not depend on any internal source of energy, be it diesel generators or emergency batteries.<br>Verify that the diesel generators are not running, and the emergency batteries are not delivering power to the internal circuits.<br><br>Backup electricity supply systems are required to provide cooling for decay heat produced in shut-down reactors and to maintain services (e.g., system control, lighting, communication, and ventilation).<br>
T_AY_PE2_CORTO_0;Turn on at least one diesel generator or verify that there are charged emergency batteries.
T_AY_PE2_EXTENDIDO_0;The turbines will stop generating energy, therefore, before starting the shutdown procedure, verify that there is at least one diesel generator ready to work, or emergency batteries with sufficient charge to maintain the plant during the shutdown and cooling process.
T_AY_PE2_CORTO_1;Introduce the <b>Control Rods</b> at 100% inside the Reactor Core.
T_AY_PE2_EXTENDIDO_1;A control rod is a device used to absorb neutrons so that the nuclear chain reaction taking place in the reactor core can be slowed down or stopped altogether by inserting the rods further in, or speed up by withdrawing them slightly.<br>To start the shutdown protocol, the <b>control rods</b> must be inserted 100% inside the Reactor Core.<br>
T_AY_PE2_CORTO_2;Activate the coolant charge pump of the condensation circuit.
T_AY_PE2_EXTENDIDO_2;During the cooling procedure, the coolant from the condensation circuit will be used to help lower the temperature of the main circuit of the reactor core.<br>For this reason, the condenser must maintain a volume much higher than under normal operating levels.
T_AY_PE2_CORTO_3;Activate the circulation pump of the condenser coolant circuit.
T_AY_PE2_EXTENDIDO_3;Cooling pumps draw in external water and circulate it through the condenser to cool it.
T_AY_PE2_CORTO_4;Activate the coolant circulation pumps between the condenser and the evaporators.
T_AY_PE2_EXTENDIDO_4;The condenser/evaporator circulation pumps draw coolant from the condenser and propel it to the evaporators to cool them.
T_AY_PE2_CORTO_5;Opening of the evaporator drain valve if the temperature is too high or if it is necessary to reduce it more quickly.
T_AY_PE2_EXTENDIDO_5;To reduce the temperature of the evaporators, it is recommended to open the drain valve, but it must be controlled with extreme caution that coolant is not lost faster than it is received from the condensing circuit, since it could affect the general cooling of the primary circuit.
T_AY_PE2_CORTO_6;Fuel cell removal.
T_AY_PE2_EXTENDIDO_6;Once the core has been sufficiently cooled, the fuel cell can be removed, ending the shutdown protocol.
T_AY_04_TITULO;Reactor shutdown protocol
T_AY_04_SUBTITULO;Analyze situation
T_AY_04_DESCRIPCION;Shutdown can be as complex as startup.<br>Be aware that the reactor may prevent the shutdown from being slower than normal, and may even prevent an emergency maneuver from being initiated.<br><br>For these reasons, it is important to carry out a complete analysis of the situation, to know the different elements and situations that may be complicating the shutdown.
T_AY_04_DESCRIPCION_RESUMIDA;Shutdown can be as complex as startup.<br>There are several considerations to take into account.
T_PANEL_ALARMAS;Annunciator Panel
D_PANEL_ALARMAS;To acknowledge the alarm, press the <color=blue>SILENCE ALARMS</color> button in the middle of the control panel. The light will stop blinking and remain on.
V_ENT_NUC_1;INPUT VALVE 1
V_ENT_NUC_2;INPUT VALVE 2
V_ENT_NUC_3;INPUT VALVE 3
V_DES_REF_1;RELEASE COOLANT VALVE
V_SAL_NUC_1;OUTPUT VALVE 4
V_SAL_NUC_2;OUTPUT VALVE 5
V_SAL_NUC_3;OUTPUT VALVE 6
V_BC_1;PUMP VALVE 7
V_BC_2;PUMP VALVE 8
V_BC_3;PUMP VALVE 9
V_TUR_1;TURBINE VALVE 10
V_TUR_2;TURBINE VALVE 11
V_TUR_3;TURBINE VALVE 12
V_CON_1;CONDENSER VALVE 13
V_CON_2;CONDENSER VALVE 14
V_CON_3;CONDENSER VALVE 15
V_SAL_CON_1;CONDENSER VALVE 16
V_SAL_CON_2;CONDENSER VALVE 17
V_SAL_CON_3;CONDENSER VALVE 18
V_DRA_EVA_1;STEAM GENERATOR 1<br>DRAIN VALVE
V_DRA_EVA_2;STEAM GENERATOR 2<br>DRAIN VALVE
V_DRA_EVA_3;STEAM GENERATOR 3<br>DRAIN VALVE
V_DRA_CON;CONDENSER<br>DRAIN VALVE
V_CARGA_INTERNA_1;INPUT CORE VALVE
V_CARGA_EXTERNA_1;INPUT EXTERNAL CORE VALVE
V_NUC_1;CORE VALVE
V_NUC_2;CORE VALVE
V_NUC_3;CORE VALVE
V_NUC_1A;CORE VALVE
V_NUC_1B;CORE VALVE
V_NUC_1C;CORE VALVE
V_NUC_2B;CORE VALVE
V_NUC_3B;CORE VALVE
V_PRE_1;PZR COOLING VALVE
V_PRE_2;PZR VENT VALVE
NO_EXISTE;NON-EXISTENT
NO_REPARABLE;UNREPAIRABLE
INALCANZABLE;UNREACHABLE
FORM_MANT_01;CONFIRM TASK DELETION
FORM_MANT_02;Are you sure you want to delete the selected task?
FORM_MANT_OFF_LINE;The reactor core must be offline in order to perform the selected tasks.
BOMBA_AGUA_CARGA;Freight Pump
BOMBA_AGUA_CIRCULACION;Circulation Pump
CIRCUITO_PRIMARIO_REFRIGERANTE;CORE COOLING CIRCUIT
CIRCUITO_SECUNDARIO_CONDENSADORES;CONDENSER COOLING CIRCUIT
CIRCUITO_SECUNDARIO_TORRES;COOLING TOWER CIRCUIT
TURBINA_GENERADORA;ENERATING TURBINE
CIRCUITO_NUCLEO_EXTERNO;EXTERNAL CORE CONTAINER
CLASE_A;Class A
Clase_A;Class A
CLASE_B;Class B
Clase_B;Class B
CLASE_AO;AO Class
Clase_AO;AO Class
Clase_C;Class C
CLASE_C;Class C
Clase_D;Class D
CLASE_D;Class D
MAQUINA_AVAILABLE_UPGRADES;Available upgrades:
MAQUINA_UPGRADE_AUMENTO_POTENCIA;Increase Power Output
MAQUINA_UPGRADE_REDUCCION_TIEMPO;Reduce Startup Time
MAQUINA_UPGRADE_REDUCCION_CONSUMO;Improve Efficiency
MAQUINA_UPGRADE_AUMENTO_RESISTENCIA;Decrease Wear
MAQUINA_TITULO_ELECTROGENO;Diesel Generator
MAQUINA_TITULO_BOMBA_CIRCULACION;Circulation Pump
MAQUINA_TITULO_BOMBA_CARGA;Freight Pump
MAQUINA_TITULO_TURBINA_GENERADORA;Turbine Generator
MAQUINA_TITULO_EVAPORADOR;Steam Generator
MAQUINA_TITULO_PINZA_REPARADORA;Repairing Pliers
MAQUINA_TITULO_SOLDADORA;Stick Welder
MAQUINA_TITULO_FUEL_CAN;NONE
MAQUINA_DESCRIPCION_FUEL_CAN;NONE
MAQUINA_TITULO_OIL_CAN;NONE
MAQUINA_DESCRIPCION_OIL_CAN;NONE
MAQUINA_TITULO_CONTROLADOR_BDC;NONE
MAQUINA_DESCRIPCION_CONTROLADOR_BDC;NONE
MAQUINA_TITULO_FUEL_CORE;NONE
MAQUINA_DESCRIPCION_FUEL_CORE;NONE
MAQUINA_TITULO_BATERIAS;NONE
MAQUINA_DESCRIPCION_BATERIAS;NONE
MAQUINA_TITULO_TRAJE_PROTECTOR;NONE
MAQUINA_DESCRIPCION_TRAJE_PROTECTOR;NONE
MAQUINA_TITULO_BATERIAS_AO;NONE
MAQUINA_DESCRIPCION_BATERIAS_AO;NONE
MAQUINA_DESCRIPCION_PINZA_REPARADORA;The cable repairing pliers are designed to fix cables, either live or de-energized, by clamping onto the cable and repairing it internally without cutting or removing any parts.<br>The pliers have a specialized head that can strip away any damaged insulation from the cable and create a clean and conductive connection.
MAQUINA_DESCRIPCION_SOLDADORA;The <b>Welding Machine</b> allows you to repair pipes and containers.
MAQUINA_DESCRIPCION_ELECTROGENO;<b>Diesel Generators</b> can power the plant while the turbines are shut down.
MAQUINA_DESCRIPCION_BOMBA_CIRCULACION;<b>Circulation Pumps</b> move water inside the primary circuit, secondary circuit, and cooling circuit.
MAQUINA_DESCRIPCION_BOMBA_CARGA;Freight pumps allow liquid to be injected into the reactor pipes.
MAQUINA_DESCRIPCION_TURBINA_GENERADORA;The generator turbine converts the kinetic energy of the steam into rotational motion for the electric turbine.
MAQUINA_DESCRIPCION_EVAPORADOR;<b>Steam Generators</b> boil secondary circuit water into steam.
MAQUINA_ESPECIFICACIONES_ELECTROGENO;Type: {0} | ID: {1}<br>Power: <b><color=green>{2}</b></color> kW<br>Consumption: <b><color=green>{3}</b></color> L/m<br>Powered up: <b><color=green>{4}</b></color> m
MAQUINA_ESPECIFICACIONES_BOMBA_CIRCULACION;Type: {0} | Class: {1} | LOOP: {2}<br>Location: {3}<br>Flow capacity: <b><color=green>{4}</b></color> L/m<br>Consumption: <b><color=green>{5}</b></color> kW <br>Maintenance: <b><color=green>every {6} days</b></color> of use.
MAQUINA_ESPECIFICACIONES_BOMBA_CARGA;Type: {0} | {1}<br>Location: {2}<br>Flow capacity: <b><color=green>{3}</b></color> L/m<br>Consumption: <b><color=green>{4}</b></color> kW <br>Maintenance: <b><color=green>every {5} days</b></color> of use.
MAQUINA_ESPECIFICACIONES_TURBINA_GENERADORA;Type: {0}<br>Loop: {1}<br>Flow capacity: <b><color=green>{2}</b></color> L/m
MAQUINA_ESPECIFICACIONES_EVAPORADOR;Type: {0} | LOOP: {1}<br>Maximum Capacity: {2} L<br>Maximum Pressure: <color=green>{3}</color> BAR
MAQUINA_DESTRUIDA;Status: Destroyed
MAQUINA_REQUIERE_MANTENIMIENTO;Status: Maintenance required
MAQUINA_VALORES_COMPRA;<b><sprite=0>{0} - <sprite=1>{1} HS</b>
MAQUINA_ENCONSTRUCCION;UNDER CONSTRUCTION <br>TIME REMAINING: {0} DAYS - {1}:{2} HS
UPGRADE_INICIADO;The upgrade has been started.
UPGRADE_EXITOSO;This item was upgraded.
UPGRADE_FALLIDO_PUNTOS_INSUFICIENTES;You don't have enough Prestige Points for this upgrade.
UPGRADE_FALLIDO_NIVEL_INSUFICIENTE;You haven't reached the minimum level for this upgrade.
UPGRADE_FALLIDO;The upgrade could not be completed.
MAQUINA_UPGRADE_PROHIBIDO;It is not possible to upgrade a machine in use or too damaged.
MAQUINA_CONFIRMAR_UPGRADE;Are you sure you want to <color=green>{0}</color> by <color=green>+{1}%</color> at the cost of {2} Prestige Points?<br>You must be at or above Operator Level <color=green>{3}</color>.<br>
MAQUINA_CONFIRMAR_VENTA;Are you sure you want to <color=red><b>SELL</b></color> this {0} for {1} Prestige Points?
MAQUINA_SELL_PROHIBIDO;You cannot sell a machine in use.
VENTA_REALIZADA;The item has been sold.
VENTA_NO_REALIZADA;You cannot sell this item.
VENTA_REPUESTO_PROHIBIDA;You cannot sell damaged parts.
VENTA_BATERIA_PROHIBIDA;Remove battery before selling.
DESCARTE_NO_REALIZADO;You cannot discard this item.
MAQUINA_CONFIRMAR_DESCARTE;Are you sure you want to <b><color=red>DISCARD</color></b> this {0} for 0 Prestige Points?
DESCARTE_REALIZADO;The item has been discarded.
COMPRA_ERROR_01;An error occurred.<br>Please verify the destination and try again.
COMPRA_ERROR_02;An error occurred.<br>Please verify the purchase and try again.
DECONTAMINATION MODULE;DECONTAMINATION MODULE
DES01;Operator detected...
DES02;Please don't move.
DES03;ERROR
DES04;Analyzing...
DES05;Analysis completed successfully.
DES06;Radioactivity detected.
DES07;Radioactivity not detected.
DES08;Decontaminating...
DES09;Decontamination completed successfully.
DES10;The doors could not be closed.
PERMISOS_INSUFICIENTES;INSUFFICIENT PERMISSIONS
PERMISOS_INSUFICIENTES_DESC;The game does not have sufficient permissions to generate the stats database.<br>Please check the execution permissions and start the game again.<br>Progress saving is disabled.
T0000;Maintenance Report
T0001;<br><b>There is no maintenance analysis report.</b><br><br>To generate a report, task AO to Start Preventive Maintenance Analysis, or manually scan items around the plant using the ANALYZE feature at top-right.
TL_NUCLEO;<b><color=yellow>REACTOR CORE</color></b><br><br>Integrity: {V0001}%<br>Wear: {V00W1}% <br>Iodine Concentration: {IOD01} ppm<br>Xenon Concentration: {XEN01} ppm<br>Stuck fuel cells: {STU01}<br>Radiation released: {V0002} mSv<br><br>
TL_BARRAS_DE_CONTROL_MOTOR;<color=yellow><b>CONTROL ROD CIRCUIT BOARD</b></color><br><br>Status: {V0013}<br>Damaged: {V0B13}<br><br>
TL_PRESURIZADOR;<b><color=yellow>PRESSURIZER</color></b><br><br>Integrity: {V0021}%<br>{M0021}<br>
TL_EVAPORADOR;<b><color=yellow>STEAM GENERATORS</color></b><br><br>Loop 1: Integrity: {V0031}% {M0031} <br>Loop 2: Integrity: {V0032}% {M0032} <br>Loop 3: Integrity: {V0033}% {M0033} <br><br>
TL_CONDENSADOR;<b><color=yellow>CONDENSER</color></b><br><br>Integrity: {V0041}%<br>{M0041}<br>
TL_TURBINA_GENERADORA;<b><color=yellow>TURBINES</color></b><br><br>Loop 1: Integrity: {V0051}% {M0051} | Wear: {W0051}%<br>{MD051}<br>Loop 2: Integrity: {V0052}% {M0052} | Wear: {W0052}%<br>{MD052}<br>Loop 3: Integrity: {V0053}% {M0053} | Wear: {W0053}%<br>{MD053} <br><br>
TL_GRUPO_ELECTROGENO;<b><color=yellow>DIESEL GENERATORS</color></b><br><br>Unit 1: Integrity: {V0071}% <br>Unit 2: Integrity: {V071B}% <br><br>
TL_BATERIA_EMERGENCIA;<b><color=yellow>EMERGENCY BATTERIES</color></b><br><br>Lifespan: {V0081}% <br>Requires replacement: {V0082} <br><br>
TL_RADIACION_AREA;<b><color=yellow>CONTAMINATED AREAS</color></b><br><br>Decontamination needed in {V0151} areas<br><br>
TL_RADIACION_TRAJE;<b><color=yellow>HAZMAT SUITS</color></b><br><br>Integrity: {V0161}% <br>Contaminated: {V0162} <br><br>
TL_RADIACION_EMISOR;<b><color=red>RADIATION EMITTED</color></b>
TL_TUBERIA;<b><color=yellow>PIPES</color></b><br><br>Integrity: {V0171}% | Oxidized pipes: {RU172}<br>Repair required: {V0172} pipes <br><br>
TL_VALVULA;<b><color=yellow>VALVES</color></b><br><br>Stuck or damaged valves: {V0173} of {VB173} <br>Valves affected by oxidation: {OX173}<br><br> 
TL_CABLE;<b><color=yellow>ELECTRIC CABLES</color></b><br><br>Integrity: {V0181}% <br>Repair required: {V0182} cables<br><br>
TL_BIDONES;Empty cans: {V0183} <br><br>

