Russian
M0088;ЗАПОЛНЕНО
M0089;ПУСТО
M0090;НЕДОСТАТОЧНО СРЕДСТВ
M0091;У вас недостаточно очков престижа.
M0092;Внимание! У вас недостаточно прав доступа.
M0093;Действие недоступно в режиме обучения.
M0094;Нет питания для работы терминала.
M0095;Нажмите [ПРАВУЮ] кнопку мыши на любом компоненте, чтобы войти в режим ИНФОРМАЦИИ.
M0096;Нажмите [ЛЕВУЮ] кнопку мыши на любом компоненте, чтобы активировать его.
M0097;Заправка невозможна. Бак полон.
M0098;Не удалось запустить задачу по утилизации топлива. Топливный блок должен быть извлечён из активной зоны, а регулирующие стержни — опущены.
M0099;В хранилище нет электропитания.
M0100;Автоматизированная задача в процессе выполнения.
M0101;Контейнер @ не пуст.
M0102;Идёт выполнение автоматизированной задачи.
M01F2;Выполнение автоматизированной задачи завершено.
M0103;Неверный ID контейнера.
M0104;Невозможно управлять краном вручную.
M0105;Невозможно управлять краном.
M0106;Топливный блок не защищён.
M0107;Проверка соответствия регламенту завершена.
M0108;Вы потеряли лицензию на эксплуатацию.
M0109;Вы получили лицензию на эксплуатацию.
M0110;Началось строительство объекта «{0}».
M0111;НАСТРОЙКА
M0112;ТЕПЛОНОСИТЕЛЬ АКТИВНОЙ ЗОНЫ
M0113;ГРУЗОВОЙ НАСОС ПЕРВИЧНОГО КОНТУРА
MA113;ГРУЗОВОЙ НАСОС КОНДЕНСАТОРА
MB113;ГРУЗОВОЙ НАСОС ВНЕШНЕЙ АКТИВНОЙ ЗОНЫ
M0114;Доступно
M0115;Занято
M0116;Зарезервировано
M0117;ОСНОВНОЕ ПОДКЛЮЧЕНИЕ
M0118;РЕЗЕРВНОЕ ПОДКЛЮЧЕНИЕ
M0119;Тип аккумулятора несовместим с этим блоком.
M0120;Клапан заклинило
M0121;ПЕТЛЯ 1
M0122;ПЕТЛЯ 2
M0123;ПЕТЛЯ 3
M0124;БАЙПАС
M0125;Гидравлический двигатель активен. Для ручного перемещения требуется байпас.
M0126;РАДИАЦИОННОЕ ОТРАВЛЕНИЕ
M0127;Запросить помощь
M0128;Нет энергии для использования инъектора.
M0129;У вас недостаточно очков престижа для покупки дозы йодида калия.
M0130;Невозможно использовать инъектор, когда на вас надет защитный костюм.
M0131;ОП обновлён.
M0132;В данный момент ускорить время невозможно. Активная зона должна быть в безопасном состоянии.
M0133;Строительство объекта «{0}» завершено.
M0134;Нет предметов для отображения
M0135;Не удалось запустить задачу по загрузке топлива. Активная зона должна быть пустой, а регулирующие стержни — опущены.
M0136;Контейнер @ пуст.
M0137;ХОДЬБА | БЕГ [SHIFT]<br>Постоянный бег [ALT] + [R] 
M0138;ИСПОЛЬЗОВАТЬ | ПОДОБРАТЬ<br>ОТКРЫТЬ | ЗАКРЫТЬ
M0139;РЕЖИМ<br>ИНФОРМАЦИИ
M0140;НАСТРОЙКИ
M0141;АКТИВИРОВАТЬ<br>ПЛАНШЕТ
M0142;УСКОРЕНИЕ<br>ВРЕМЕНИ
M0143;ПАУЗА
M0144;ФОНАРИК
M0145;СНИМОК<br>ЭКРАНА
M0146;Нажмите [H], чтобы вызвать справку на экране.
M0147;СТРАНИЦА<br>{0} / {1}
M0148;ЗАПРОС НА ЗАРЯДКУ
M0149;ЗАРЯДКА...
M0150;ЭНЕРГИЯ
M0151;АККУМУЛЯТОР НЕ УСТАНОВЛЕН
M0152;НАГРАДА
M0153;ПОЛУЧИТЬ НАГРАДУ
M0154;Отчёт успешно создан.
M0155;Не удалось получить статистику сохранённого прогресса.
M0156;<color="red">Недостаточно внутренней энергии</color>
M0157;МОДУЛЬ ДЕЗАКТИВАЦИИ
M0158;Последний анализ
M0159;Скорость игры возвращена к нормальной по соображениям безопасности.
M0160;Выберите тип анализа
M0161;Полный анализ
M0162;Выборочный анализ
M0163;Показывать контекстные подсказки
M0164;АНАЛИЗ
M0165;Предмет проанализирован и добавлен в отчёт о техобслуживании.
M0166;Область проанализирована.
M0167;Компоненты для анализа не найдены.
M0168;ПОВТОРНЫЙ АНАЛИЗ
M0169;Стоимость каждого элемента: <sprite=0>{0} оч. престижа
M0170;Покупка невозможна, достигнута максимальная вместимость.
M0171;ПРЕДМЕТЫ НЕ ОБНАРУЖЕНЫ. ЧТОБЫ ПРОАНАЛИЗИРОВАТЬ ОКРУЖЕНИЕ, НАЖМИТЕ КНОПКУ АНАЛИЗА
M0172;Бонус за смелый ремонт кабеля под напряжением во время работы реактора!
M0173;Деталь повреждена и не может быть использована.
M0174;Двери поезда открыты.
M0175;ТОРМОЗА
M0176;Частично восстановлены очки престижа, уровень и опыт.
M0177;Очистить отчёт
M0178;Не удалось очистить отчёт о техобслуживании, выполняется другой процесс.
M0179;Нельзя ускорять время снаружи.
M0180;Прогресс:
M0181;ИНТЕРФЕЙС
M0182;ИГРАТЬ
M0183;ЖУРНАЛ сохранён

CABLE_REPARADO;КАБЕЛЬ ОТРЕМОНТИРОВАН
BDC_MOTOR_DANADO;ЗАПЧАСТЬ ЗАМЕНЕНА

BDC_INTEGRIDAD;Регулирующие стержни изношены, невозможно полностью поглотить остаточную выработку энергии.
REF_BAJO_VOLUMEN;Недостаточный объём теплоносителя в первичном контуре.
REF_BAJA_VELOCIDAD;Слишком низкая скорость циркуляции теплоносителя в первичном контуре.
EVA_BAJO_VOLUMEN;Недостаточный объём теплоносителя в контуре конденсации.
EVA_BAJA_VELOCIDAD;Слишком низкая скорость циркуляции теплоносителя в контуре конденсации.
VALVULAS_CERRADAS;Сливные клапаны одного или нескольких испарителей закрыты.

FASTTIME_TITULO;Ускорение времени
FASTTIME_AVISO;На сколько часов вы хотите ускорить время?

MENU_TIEMPO_TITULO;СКОРОСТЬ ВРЕМЕНИ
MENU_TIEMPO_STOP;Останавливаться при новой тревоге
MENU_TIEMPO_S0;НОРМАЛЬНАЯ
MENU_TIEMPO_S1;БЫСТРАЯ
MENU_TIEMPO_S2;МАКСИМАЛЬНАЯ
MENU_TIEMPO_S3;УСКОРЕНИЕ ВРЕМЕНИ ОФЛАЙН
MENU_TIEMPO_S4;ОСТАНОВЛЕННОЕ ВРЕМЯ
MENU_TIEMPO_AYUDA;[ПРОБЕЛ] — переключить скорость | [T] — установить скорость | [ESC] — закрыть | [0] — заморозить, [1] — нормальная / [2] — быстрая / [3] — максимальная

T_FUEL_CORE_1;Топливный блок

AUTO01ON;Запущен автоматический контроль компенсатора давления.
AUTO01OFF;Автоматический контроль компенсатора давления остановлен.
AUTO02ON;Запущен автоматический контроль регулирующих стержней.
AUTO02OFF;Автоматический контроль регулирующих стержней остановлен.
AUTO03ON;Запущен автоматический контроль реактора.
AUTO03OFF;Автоматический контроль реактора остановлен.
AUTO04ON;Запущен автоматический контроль уровня топлива в генераторных установках.
AUTO04OFF;Автоматический контроль уровня топлива в генераторных установках остановлен.

VVCAM;ВИДЕОНАБЛЮДЕНИЕ
VVCAM_NUCLEO;РЕАКТОРНЫЙ<br>ЗАЛ
VVCAM_TURBINA;МАШИННЫЙ<br>ЗАЛ
VVCAM_SUMINISTRO;ВНУТРЕННЕЕ<br>СНАБЖЕНИЕ
VVCAM_DEPOSITO;ТОПЛИВНОЕ<br>ХРАНИЛИЩЕ
VVCAM_TORRES;ГРАДИРНИ
VVCAM_ON;ВКЛ
VVCAM_OFF;ВЫКЛ

AO_HABILIDAD_ControlPresurizador;Контроль и стабилизация компенсатора давления.
AO_HABILIDAD_D_ControlPresurizador;<b>Компенсатор давления</b> должен поддерживать определённую температуру и давление для правильной работы всего контура теплоносителя и активной зоны реактора. В водо-водяных реакторах стабилизация <b>компенсатора давления</b> крайне важна, и ею никогда не следует пренебрегать.<br><br>Если вы приобретёте улучшение ОП для контроля <b>компенсатора давления</b>, то сможете делегировать ему настройку, управление и постоянный мониторинг <b>компенсатора давления</b>.<br><br>Использование этой способности стоит <color=green><b>{0}</b></color> <color=yellow>оч. престижа</color> в час.    

AO_HABILIDAD_ControlBarrasDeControl;Стабилизация активной зоны с помощью регулирующих стержней.
AO_HABILIDAD_D_ControlBarrasDeControl;Регулирующий стержень — это устройство для поглощения нейтронов, которое позволяет замедлить или полностью остановить цепную ядерную реакцию в активной зоне реактора при его погружении, либо ускорить при частичном извлечении.<br><br>Если вы приобретёте улучшение ОП для контроля регулирующих стержней, то сможете делегировать ему стабилизацию активной зоны с их помощью.<br><br>Использование этой способности стоит <color=green><b>{0}</b></color> <color=yellow>оч. престижа</color> в час.    

AO_HABILIDAD_ParadaDeEmergencia;Запуск протокола аварийной остановки.
AO_HABILIDAD_D_ParadaDeEmergencia;В современных водо-водяных реакторах (ВВЭР) при нормальной работе регулирующие стержни перемещаются вертикально с помощью электродвигателей, преодолевая силу собственного веса, и мощной пружины. Любое прерывание или прекращение подачи электрического тока к двигателям приводит к сбросу стержней. Работа реактора защищена электронной системой, которая отслеживает определённые жизненно важные параметры. Когда они достигают предельных значений, система инициирует аварийную защиту, быстро сбрасывая регулирующие стержни.<br><br>Если вы приобретёте улучшение ОП для выполнения аварийной защиты, ОП сможет анализировать критические параметры реактора и при обнаружении непосредственной угрозы выполнит аварийную остановку.  

AO_HABILIDAD_TareasIlimitadas;Неограниченные задачи по техобслуживанию.
AO_HABILIDAD_D_TareasIlimitadas;В обычных условиях ОП может выполнять ограниченное количество задач по техобслуживанию за один рабочий сеанс, независимо от ёмкости установленного аккумулятора.<br><br>Если вы купите это улучшение, ОП увеличит свою рабочую производительность до максимума, возможного при установленном аккумуляторе.

AO_HABILIDAD_ControlTotal;Полный контроль над реактором.
AO_HABILIDAD_D_ControlTotal;Полный контроль над реактором.

AO_HABILIDAD_RecargaCombustibleElectrogenos;Дозаправка генераторных установок.
AO_HABILIDAD_D_RecargaCombustibleElectrogenos;Крайне важно, чтобы <b>генераторные установки</b> работали непрерывно, когда они обеспечивают аварийное энергоснабжение всей станции.<br><br>Если вы приобретёте улучшение для ОП, позволяющее автоматически отслеживать состояние генераторных установок и дозаправлять их, вы сможете делегировать управление генераторными установками ОП и тем самым обеспечить бесперебойную работу в аварийных условиях.<br><br>Эта способность стоит <color=green><b>{0}</b></color> <color=yellow>оч. престижа</color> за каждую дозаправку.

AO_HABILIDAD_Hal9000;Особый режим в награду за сценарий.
AO_HABILIDAD_D_Hal9000;Особый режим в награду за сценарий.

T_AYUDA;Помощь
T_AY_00;Активные тревоги
T_AY_01;Протокол запуска реактора
T_AY_02;Протокол стабилизации
T_AY_03;Протокол останова реактора
T_AY_04;Анализ ситуации для протокола останова реактора
T_AY_99;НАЗАД В ПРЕДЫДУЩЕЕ МЕНЮ
T_AYUDA_UI;Управление и горячие клавиши

T_AY_PE0_CORTO_0;Внутреннее аварийное энергоснабжение.
T_AY_PE0_EXTENDIDO_0;Внутреннее энергоснабжение необходимо для работы станции во время протокола запуска: оно питает модули, системы управления, а также обеспечивает работу оборудования и циркуляционных насосов.<br><br><b>Не рекомендуется начинать протокол, используя только аккумуляторы аварийного питания.</b>

T_AY_PE0_CORTO_1;Активируйте и запитайте модули реактора и модули <b>диспетчерской</b>.
T_AY_PE0_EXTENDIDO_1;Диспетчерская и модули управления должны быть активны и запитаны:<br> активная зона, топливо, регулирующие стержни, теплоноситель, турбины генератора, компенсатор давления, испарители. <br><br>Если внутренней энергии недостаточно для питания всех критически важных модулей, необходимых для работы станции, вам следует пересмотреть потребление и отключить некритические модули.<br><br>Диспетчерская — это место, куда стекается вся информация, необходимая для эффективного контроля и управления.

T_AY_PE0_CORTO_2;Обеспечьте необходимый объём теплоносителя в контуре теплоносителя.
T_AY_PE0_EXTENDIDO_2;Контур теплоносителя включает в себя корпус реактора, компенсатор давления, циркуляционные насосы, парогенераторы и конденсаторы. Если объём теплоносителя во всей системе будет недостаточным, эксплуатация реактора будет невозможна. Используйте нагнетательный насос и отрегулируйте клапаны для подачи охладителя в контур.<br><br>Тепло, выделяемое при делении ядер в реакторах, должно улавливаться и передаваться для выработки электроэнергии. 

T_AY_PE0_CORTO_3;Стабилизируйте циркуляцию теплоносителя в <b>активной зоне реактора</b>.
T_AY_PE0_EXTENDIDO_3;Активируйте циркуляционные насосы теплоносителя в активной зоне реактора, <b>установите их скорость на 50 %</b> и дождитесь стабилизации скорости. Если теплоноситель начнёт циркулировать правильно, индикаторы потока в активной зоне покажут изменения. Убедитесь, что соответствующие клапаны насосов открыты. В контуре может быть один или несколько циркуляционных насосов.<br><br>В реакторах используются теплоносители, которые отводят тепло из активной зоны, где находится топливо, и переносят его к электрогенераторам. Теплоносители также служат для поддержания приемлемого давления в активной зоне.

T_AY_PE0_CORTO_4;Стабилизируйте циркуляцию теплоносителя от <b>конденсаторов</b> генераторного зала.
T_AY_PE0_EXTENDIDO_4;Активируйте циркуляционные насосы конденсаторов, установите их скорость на 50 % и дождитесь стабилизации скорости. Убедитесь, что соответствующие клапаны насосов открыты. В контуре может быть один или несколько циркуляционных насосов.<br><br><b>Конденсатор</b> — это большой теплообменник, предназначенный для охлаждения отработанного пара из турбины ниже точки кипения, чтобы он мог вернуться к источнику тепла в виде воды.

T_AY_PE0_CORTO_5;Стабилизируйте циркуляцию теплоносителя к <b>градирням</b>.
T_AY_PE0_EXTENDIDO_5;Активируйте циркуляционные насосы градирен, установите их скорость на 50 % и дождитесь стабилизации скорости. Убедитесь, что соответствующие клапаны насосов открыты.<br><br>Градирни обеспечивают энергоэффективный и экологичный способ отвода тепла от циркулирующей воды, прежде чем она вернётся к своему источнику.

T_AY_PE0_CORTO_6;Подготовьте <b>компенсатор давления</b> активной зоны реактора.
T_AY_PE0_EXTENDIDO_6;Вода циркулирует в жидком состоянии под очень высоким давлением по первичному контуру. Насосы прогоняют её через активную зону реактора, где она нагревается, прежде чем отправиться к парогенераторам. <b>Компенсатор давления</b> имеет собственный нагреватель, который позволяет ему достигать оптимальной температуры и давления. Убедитесь, что давление и температура компенсатора давления и всего первичного контура находятся в пределах рабочих параметров.

T_AY_PE0_CORTO_7;Полностью введите (на 100 %)<b>регулирующие стержни</b> в активную зону реактора.
T_AY_PE0_EXTENDIDO_7;Регулирующий стержень — это устройство для поглощения нейтронов, которое позволяет замедлить или полностью остановить цепную ядерную реакцию в активной зоне реактора при его погружении, либо ускорить при частичном извлечении. Для начала протокола зажигания <b>регулирующие стержни</b> должны быть полностью введены (на 100 %) в активную зону реактора. 

T_AY_PE1_CORTO_0;Введите топливный блок в активную зону реактора.
T_AY_PE1_EXTENDIDO_0;Чтобы началось деление ядер, радиоактивный топливный блок необходимо ввести в активную зону реактора. Учтите, что цепная реакция начнётся сразу же после введения топливного блока.<br><br>При делении ядер атомы расщепляются, что приводит к высвобождению энергии. Нейтрон сталкивается с атомом урана и расщепляет его, высвобождая большое количество энергии в виде тепла и излучения.

T_AY_PE1_CORTO_1;Извлекайте <b>регулирующие стержни</b> до тех пор, пока не начнётся реакция.
T_AY_PE1_EXTENDIDO_1;Чтобы начать деление ядер, постепенно извлекайте регулирующие стержни, пока активная зона не достигнет критической массы. <b>Внимание!</b> Если топливный блок новый, а регулирующие стержни извлекаются слишком быстро, может произойти бурная реакция, которая нарушит целостность активной зоны реактора.<br><br>Критическая масса для реактора деления — это масса делящегося материала, необходимая для поддержания цепной реакции. 

T_AY_PE1_CORTO_2;Стабилизируйте <b>активную зону реактора</b> на рабочей температуре.
T_AY_PE1_EXTENDIDO_2;Когда активная зона достигнет <b>критической массы</b>, отрегулируйте положение регулирующих стержней так, чтобы температура активной зоны достигла рабочего диапазона и оставалась в его пределах.<br><br>Если масса вступающего в реакцию вещества превысит критическую, результатом станет неконтролируемая цепная реакция, которая приведёт к мощному взрыву (так работает атомная бомба).

T_AY_PE1_CORTO_3;Стабилизируйте выработку энергии турбинами.
T_AY_PE1_EXTENDIDO_3;Когда активная зона достигнет критической массы и будет стабилизирована в рабочем диапазоне, убедитесь, что турбины генерируют энергию в пределах рабочего диапазона. Вы можете регулировать циркуляционные насосы, чтобы сбалансировать температуру активной зоны и выработку энергии.<br><br>Цепные ядерные реакции производят тепло в ходе физического процесса, называемого делением ядер. Тепло, вырабатываемое при делении ядер в активной зоне реактора, используется для преобразования воды в пар, который вращает лопасти паровой турбины. Вращаясь, лопасти турбины приводят в действие генераторы, которые вырабатывают электричество.

T_AY_PE1_CORTO_4;Подайте энергию во внешнюю сеть.
T_AY_PE1_EXTENDIDO_4;Энергия, вырабатываемая электрогенераторами, должна подаваться во внешнюю сеть. Суточные показатели работы станции измеряются по количеству энергии, поданной во внешнюю сеть. Внутреннее потребление не учитывается.

T_AY_PE1_CORTO_5;Отключает внутреннее аварийное энергоснабжение.
T_AY_PE1_EXTENDIDO_5;Реактор будет полностью стабилизирован, когда он перестанет зависеть от каких-либо внутренних источников энергии, будь то генераторные установки или аккумуляторы аварийного питания. Убедитесь, что генераторные установки не работают, а аккумуляторы аварийного питания не подают энергию на внутренние контуры.<br><br>СИСТЕМЫ РЕЗЕРВНОГО ЭЛЕКТРОСНАБЖЕНИЯ необходимы для охлаждения остаточного тепла, выделяемого в остановленных реакторах, и для поддержания работы служебных систем (например, управления, освещения, связи и вентиляции). 

T_AY_PE2_CORTO_0;Включите хотя бы одну генераторную установку или убедитесь, что аккумуляторы аварийного питания заряжены.
T_AY_PE2_EXTENDIDO_0;Турбины перестанут вырабатывать энергию, поэтому перед началом процедуры останова убедитесь, что есть хотя бы одна готовая к работе генераторная установка или аккумуляторы аварийного питания с достаточным зарядом для поддержания работы станции во время процесса останова и охлаждения.

T_AY_PE2_CORTO_1;Полностью введите (на 100 %)<b>регулирующие стержни</b> в активную зону реактора.
T_AY_PE2_EXTENDIDO_1;Регулирующий стержень — это устройство для поглощения нейтронов, которое позволяет замедлить или полностью остановить цепную ядерную реакцию в активной зоне реактора при его погружении, либо ускорить при частичном извлечении. Для начала протокола останова <b>регулирующие стержни</b> должны быть полностью введены (на 100 %) в активную зону реактора. 

T_AY_PE2_CORTO_2;Активируйте нагнетательный насос теплоносителя контура конденсации.
T_AY_PE2_EXTENDIDO_2;Во время процедуры охлаждения теплоноситель из контура конденсации будет использоваться для снижения температуры в главном контуре активной зоны реактора. По этой причине в конденсаторе необходимо поддерживать значительно больший объём, чем при обычной работе.

T_AY_PE2_CORTO_3;Активируйте циркуляционный насос контура теплоносителя конденсатора.
T_AY_PE2_EXTENDIDO_3;Охлаждающие насосы забирают внешнюю воду и прокачивают её через конденсатор для его охлаждения.

T_AY_PE2_CORTO_4;Активируйте циркуляционные насосы теплоносителя между конденсатором и испарителями.
T_AY_PE2_EXTENDIDO_4;Циркуляционные насосы конденсатора/испарителя забирают теплоноситель из конденсатора и подают его в испарители для их охлаждения.

T_AY_PE2_CORTO_5;Сливной клапан испарителя открывается при слишком высокой температуре или при необходимости её быстро снизить.
T_AY_PE2_EXTENDIDO_5;Для снижения температуры испарителей рекомендуется открыть сливной клапан, но необходимо с особой осторожностью следить, чтобы теплоноситель не терялся быстрее, чем он поступает из контура конденсации, так как это может повлиять на общее охлаждение первичного контура.

T_AY_PE2_CORTO_6;Извлечение топливного блока.
T_AY_PE2_EXTENDIDO_6;Когда активная зона достаточно охладится, можно извлечь топливный блок, завершив протокол останова.

T_AY_04_TITULO;Протокол останова реактора
T_AY_04_SUBTITULO;Анализ ситуации
T_AY_04_DESCRIPCION;Протокол останова реактора может быть таким же сложным, как и протокол зажигания, или даже сложнее. Необходимо принять во внимание несколько факторов. Общее состояние реактора может помешать замедлению процесса останова и даже выполнению аварийного манёвра.<br><br>По этим причинам важно провести полный анализ ситуации, чтобы выявить различные факторы и обстоятельства, которые могут осложнить останов.
T_AY_04_DESCRIPCION_RESUMIDA;Протокол останова реактора может быть таким же сложным, как и протокол зажигания, или даже сложнее. Необходимо принять во внимание несколько факторов.

T_PANEL_ALARMAS;Панель аварийной сигнализации
D_PANEL_ALARMAS;Горящие и мигающие индикаторы указывают на активный сигнал тревоги. Чтобы отключить сигнал тревоги, нажмите кнопку подтверждения на соответствующей панели. Индикатор останется гореть, но перестанет мигать.

V_ENT_NUC_1;ВПУСКНОЙ КЛАПАН 01
V_ENT_NUC_2;ВПУСКНОЙ КЛАПАН 02
V_ENT_NUC_3;ВПУСКНОЙ КЛАПАН 03
V_DES_REF_1;КЛАПАН СБРОСА ТЕПЛОНОСИТЕЛЯ
V_SAL_NUC_1;ВЫПУСКНОЙ КЛАПАН 04
V_SAL_NUC_2;ВЫПУСКНОЙ КЛАПАН 05
V_SAL_NUC_3;ВЫПУСКНОЙ КЛАПАН 06
V_BC_1;КЛАПАН НАСОСА 07
V_BC_2;КЛАПАН НАСОСА 08
V_BC_3;КЛАПАН НАСОСА 09
V_TUR_1;КЛАПАН ТУРБИНЫ 10
V_TUR_2;КЛАПАН ТУРБИНЫ 11
V_TUR_3;КЛАПАН ТУРБИНЫ 12
V_CON_1;КЛАПАН КОНДЕНСАТОРА 13
V_CON_2;КЛАПАН КОНДЕНСАТОРА 14
V_CON_3;КЛАПАН КОНДЕНСАТОРА 15
V_SAL_CON_1;КЛАПАН КОНДЕНСАТОРА 16
V_SAL_CON_2;КЛАПАН КОНДЕНСАТОРА 17
V_SAL_CON_3;КЛАПАН КОНДЕНСАТОРА 18
V_DRA_EVA_1;СЛИВНОЙ КЛАПАН ИСПАРИТЕЛЯ 01
V_DRA_EVA_2;СЛИВНОЙ КЛАПАН ИСПАРИТЕЛЯ 02
V_DRA_EVA_3;СЛИВНОЙ КЛАПАН ИСПАРИТЕЛЯ 03
V_DRA_CON;СЛИВНОЙ КЛАПАН КОНДЕНСАТОРА
V_CARGA_INTERNA_1;ВПУСКНОЙ КЛАПАН АКТИВНОЙ ЗОНЫ
V_CARGA_EXTERNA_1;ВПУСКНОЙ КЛАПАН ВНЕШНЕЙ АКТИВНОЙ ЗОНЫ

V_NUC_1;КЛАПАН АКТИВНОЙ ЗОНЫ
V_NUC_2;КЛАПАН АКТИВНОЙ ЗОНЫ
V_NUC_3;КЛАПАН АКТИВНОЙ ЗОНЫ
V_NUC_1A;КЛАПАН АКТИВНОЙ ЗОНЫ
V_NUC_1B;КЛАПАН АКТИВНОЙ ЗОНЫ
V_NUC_1C;КЛАПАН АКТИВНОЙ ЗОНЫ
V_NUC_2B;КЛАПАН АКТИВНОЙ ЗОНЫ
V_NUC_3B;КЛАПАН АКТИВНОЙ ЗОНЫ

V_PRE_1;КЛАПАН ОХЛАЖДЕНИЯ
V_PRE_2;ВЕНТИЛЯЦИОННЫЙ КЛАПАН

NO_EXISTE;НЕ СУЩЕСТВУЕТ
NO_REPARABLE;НЕ ПОДЛЕЖИТ РЕМОНТУ
INALCANZABLE;НЕДОСТУПНО
FORM_MANT_01;ПОДТВЕРДИТЕ УДАЛЕНИЕ ЗАДАЧИ
FORM_MANT_02;Вы уверены, что хотите удалить выбранную задачу?
FORM_MANT_OFF_LINE;Для выполнения выбранных задач реактор должен быть остановлен.

BOMBA_AGUA_CARGA;ГРУЗОВОЙ НАСОС
BOMBA_AGUA_CIRCULACION;ЦИРКУЛЯЦИОННЫЙ НАСОС
CIRCUITO_PRIMARIO_REFRIGERANTE;КОНТУР ТЕПЛОНОСИТЕЛЯ АКТИВНОЙ ЗОНЫ
CIRCUITO_SECUNDARIO_CONDENSADORES;КОНТУР ТЕПЛОНОСИТЕЛЯ КОНДЕНСАТОРА
CIRCUITO_SECUNDARIO_TORRES;КОНТУР ОХЛАЖДЕНИЯ ГРАДИРЕН
TURBINA_GENERADORA;ГЕНЕРАТОРНАЯ ТУРБИНА
CIRCUITO_NUCLEO_EXTERNO;КОРПУС ВНЕШНЕЙ АКТИВНОЙ ЗОНЫ

CLASE_A;Класс A
Clase_A;Класс A
CLASE_B;Класс B
Clase_B;Класс B
CLASE_AO;Класс «Помощник»
Clase_AO;Класс «Помощник»
Clase_C;Класс C
CLASE_C;Класс C
Clase_D;Класс D
CLASE_D;Класс D

MAQUINA_AVAILABLE_UPGRADES;Доступные улучшения:
MAQUINA_UPGRADE_AUMENTO_POTENCIA;УВЕЛИЧЕНИЕ МОЩНОСТИ
MAQUINA_UPGRADE_REDUCCION_TIEMPO;СОКРАЩЕНИЕ ВРЕМЕНИ
MAQUINA_UPGRADE_REDUCCION_CONSUMO;СНИЖЕНИЕ ПОТРЕБЛЕНИЯ
MAQUINA_UPGRADE_AUMENTO_RESISTENCIA;ПОВЫШЕНИЕ ПРОЧНОСТИ

MAQUINA_TITULO_ELECTROGENO;АВАРИЙНАЯ ГЕНЕРАТОРНАЯ УСТАНОВКА
MAQUINA_TITULO_BOMBA_CIRCULACION;ЦИРКУЛЯЦИОННЫЙ НАСОС
MAQUINA_TITULO_BOMBA_CARGA;ГРУЗОВОЙ НАСОС
MAQUINA_TITULO_TURBINA_GENERADORA;ГЕНЕРАТОРНАЯ ТУРБИНА
